claim_id,claimant_name,claim_amount,claim_date,claim_status,policy_number,incident_date,claim_description,claim_type,adjuster_name,settlement_amount,settlement_date,coverage_type,deductible_amount,payment_method,Vehicle_ID,customer_id,LocationID
 CLM-4612  ,Tanhya Hammer,Yuan Renminbi,5/26/2021,approved,89770,4/20/2020,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",health,Davide Batha,Tugrik,11/3/2020,collision,Real,credit card, VEH-3788  , CUS-3987  , LOC-3054  
 CLM-1013  ,Henrik Toothill,Peso,4/16/2020,denied,57871,9/1/2021,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",health,Kendal Muir,Dollar,6/1/2021,collision,Dollar,check, VEH-5156  , CUS-3119  , LOC-6883  
 CLM-0188  ,Koren Crookston,Real,2/10/2020,pending,17274,7/19/2021,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",home,Gert Abela,Dollar,5/18/2021,comprehensive,Euro,check, VEH-3933  , CUS-3668  , LOC-6330  
 CLM-6114  ,Misty Bucknall,Peso,7/1/2021,pending,85597,12/7/2019,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",auto,Bee Catley,Krona,12/27/2021,liability,Rupiah,check, VEH-8481  , CUS-1471  , LOC-1462  
 CLM-6501  ,Kathi Dyott,Dirham,9/22/2021,denied,82707,7/16/2020,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",health,Huey McClure,Ruble,1/20/2021,collision,Ruble,check, VEH-3279  , CUS-0702  , LOC-3413  
 CLM-2905  ,Susie Cameli,Ruble,3/25/2021,pending,37709,12/22/2020,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",auto,Geneva Duplain,Euro,4/28/2021,comprehensive,Yuan Renminbi,check, VEH-9775  , CUS-1894  , LOC-6809  
 CLM-6357  ,Diego Azam,Baht,9/17/2020,approved,88504,12/2/2020,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,auto,Del Crufts,Yuan Renminbi,4/12/2020,liability,Yuan Renminbi,check, VEH-3956  , CUS-0288  , LOC-7433  
 CLM-7387  ,Oona Dowker,Rupiah,8/15/2020,denied,39712,5/6/2019,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",home,Sebastien Englishby,Ruble,7/1/2020,liability,Yuan Renminbi,check, VEH-6948  , CUS-8989  , LOC-5402  
 CLM-1258  ,Corrina Mebius,Ruble,8/10/2020,approved,94710,2/1/2021,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",health,Mel Bolesworth,Yuan Renminbi,3/3/2020,liability,Rupiah,check, VEH-2938  , CUS-5321  , LOC-6803  
 CLM-2941  ,Harriot Benley,Kwanza,7/18/2020,denied,84470,2/18/2020,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",auto,Twyla M'cowis,Rupiah,9/5/2021,comprehensive,Ruble,credit card, VEH-9427  , CUS-8760  , LOC-3343  
 CLM-2307  ,Mabelle Botterill,Hryvnia,4/24/2021,approved,51758,7/4/2020,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",health,Cece Piel,Birr,8/8/2021,collision,Yen,check, VEH-7349  , CUS-9968  , LOC-9048  
 CLM-1924  ,Sammy Tweedell,Peso,9/15/2020,denied,32054,1/9/2019,In congue. Etiam justo. Etiam pretium iaculis justo.,home,Duane Bienvenu,Dollar,9/5/2020,collision,Franc,check, VEH-3902  , CUS-4741  , LOC-9934  
 CLM-9819  ,Seana Towndrow,Shilling,1/14/2021,denied,16592,11/27/2019,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",home,Ilka Handes,Rial,12/23/2021,collision,Rupiah,check, VEH-1402  , CUS-1910  , LOC-0834  
 CLM-5621  ,Kylila Churches,Ruble,3/28/2021,denied,33193,6/1/2019,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",home,Dalton Dauby,Zloty,11/4/2021,comprehensive,Manat,check, VEH-7027  , CUS-8873  , LOC-7165  
 CLM-7366  ,Marijo Roney,Rupiah,12/24/2021,approved,77210,9/2/2021,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",auto,Giuseppe MacGebenay,Franc,1/25/2021,liability,Peso,direct deposit, VEH-3515  , CUS-2081  , LOC-2707  
 CLM-4819  ,Auberta Stolze,Euro,5/29/2020,denied,29202,2/17/2020,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",auto,Connie Bazoge,Zloty,9/9/2021,comprehensive,Naira,direct deposit, VEH-4821  , CUS-3177  , LOC-8759  
 CLM-3625  ,Isacco Bartholomew,Rupiah,4/26/2021,denied,72913,8/24/2020,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",health,Kiri Martygin,Rupiah,4/20/2021,collision,Rupiah,direct deposit, VEH-6572  , CUS-0582  , LOC-8494  
 CLM-4083  ,Hashim Cashmore,Peso,11/21/2020,pending,79602,12/28/2019,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",auto,Dianemarie Sheach,Real,5/6/2021,collision,Yuan Renminbi,check, VEH-9932  , CUS-1147  , LOC-3029  
 CLM-2384  ,Penny Cobelli,Rial,6/6/2020,denied,99017,8/27/2020,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",home,Gratiana Delamaine,Yuan Renminbi,5/18/2021,liability,Guarani,check, VEH-0882  , CUS-8691  , LOC-9572  
 CLM-1250  ,Laureen McEachern,Rupiah,9/29/2021,approved,60180,2/17/2021,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,auto,Maud Matieu,Euro,12/7/2020,liability,Rupiah,direct deposit, VEH-5198  , CUS-5919  , LOC-6426  
 CLM-3383  ,Marnia O'Connolly,Lek,8/16/2021,approved,39999,4/24/2019,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",health,Barbee Bentson,Shekel,10/18/2021,comprehensive,Real,check, VEH-4968  , CUS-8383  , LOC-8019  
 CLM-5346  ,Tann McKenney,Rupiah,2/4/2020,pending,48337,9/18/2021,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",auto,Vevay Safont,Peso,5/29/2021,liability,Yuan Renminbi,credit card, VEH-8867  , CUS-9319  , LOC-0605  
 CLM-9562  ,Melvyn Darley,Peso,2/24/2021,denied,41213,8/5/2019,In congue. Etiam justo. Etiam pretium iaculis justo.,home,Katrine Cullnean,Rupiah,8/25/2020,comprehensive,Yuan Renminbi,direct deposit, VEH-2783  , CUS-8526  , LOC-2638  
 CLM-2083  ,Foss McCheyne,Yuan Renminbi,2/28/2021,denied,77691,12/2/2019,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,home,Rosemonde Honeyghan,Lempira,7/9/2020,liability,Yuan Renminbi,check, VEH-3553  , CUS-8965  , LOC-0088  
 CLM-4241  ,Hagan Brabon,Pound,10/15/2021,pending,63905,4/8/2021,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",auto,Franzen Batch,Yen,12/23/2021,collision,Franc,credit card, VEH-3818  , CUS-8327  , LOC-4291  
 CLM-1558  ,Fields Carren,Real,12/12/2020,approved,71070,11/12/2020,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",health,Flint Hearle,Peso,9/27/2021,liability,Yuan Renminbi,credit card, VEH-5470  , CUS-8017  , LOC-0522  
 CLM-4939  ,Dewie Tivenan,Koruna,11/1/2021,approved,81672,4/26/2021,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",health,Allys Salatino,Hryvnia,6/15/2020,comprehensive,Ouguiya,credit card, VEH-0026  , CUS-4211  , LOC-0648  
 CLM-4242  ,Gaven Leger,Zloty,3/20/2020,denied,73256,4/3/2021,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",health,Junina Dumphrey,Yuan Renminbi,9/19/2021,comprehensive,Zloty,credit card, VEH-2918  , CUS-0907  , LOC-1462  
 CLM-3321  ,Wylma Comben,Ruble,4/21/2020,pending,98389,7/26/2021,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",home,Lucio Gillian,Euro,10/31/2021,collision,Yuan Renminbi,direct deposit, VEH-1289  , CUS-9993  , LOC-8827  
 CLM-8201  ,Eula Thridgould,Franc,1/23/2020,approved,80680,2/15/2020,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",home,Herc Horwell,Euro,4/26/2020,collision,Peso,credit card, VEH-9425  , CUS-6326  , LOC-5276  
 CLM-2781  ,Alvinia Maccree,Euro,7/10/2020,denied,37538,8/26/2021,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",home,Whitney O'Drought,Peso,3/12/2021,liability,Zloty,check, VEH-5022  , CUS-1880  , LOC-6614  
 CLM-9867  ,Selie Dwyer,Lev,12/6/2021,denied,88273,6/28/2020,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",health,Cindra Kell,Peso,10/11/2020,liability,Kuna,check, VEH-2150  , CUS-2119  , LOC-2650  
 CLM-4737  ,Cassey Copplestone,Euro,12/24/2020,pending,20783,7/23/2020,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",health,Herculie Pimblett,Afghani,1/2/2021,comprehensive,Peso,check, VEH-2295  , CUS-8467  , LOC-0713  
 CLM-1873  ,Jude Ship,Euro,6/7/2021,approved,76061,2/17/2020,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",home,Mollee Strevens,Euro,9/15/2021,collision,Bolivar,check, VEH-8654  , CUS-1959  , LOC-9064  
 CLM-8973  ,Brocky Arboine,Zloty,11/18/2020,approved,48059,7/27/2019,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",auto,Emma Hambling,Real,5/17/2020,liability,Yen,direct deposit, VEH-5944  , CUS-0276  , LOC-8762  
 CLM-4167  ,Dacey Dowzell,Franc,9/27/2020,denied,91910,3/2/2019,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",health,Adah Dienes,Euro,4/4/2020,comprehensive,Afghani,direct deposit, VEH-6239  , CUS-6268  , LOC-2597  
 CLM-5113  ,Harrison Grzelak,Yuan Renminbi,5/19/2020,pending,31996,12/5/2019,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",home,Melisent Swatten,Yuan Renminbi,10/16/2020,comprehensive,Euro,check, VEH-3759  , CUS-0669  , LOC-8674  
 CLM-7941  ,Timmy McCarter,Peso,4/8/2020,pending,83372,2/5/2021,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",auto,Jaquith Tarbert,Euro,12/23/2020,liability,Rupiah,credit card, VEH-0790  , CUS-3269  , LOC-2858  
 CLM-3467  ,Felice Collelton,Yuan Renminbi,9/23/2020,denied,47204,12/11/2021,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",auto,Bertram Cordaroy,Rupiah,6/7/2021,liability,Pound,check, VEH-6840  , CUS-2941  , LOC-2001  
 CLM-8271  ,Sylas Bianco,Zloty,2/13/2020,pending,84598,4/22/2021,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,health,Bennie Billyeald,Yuan Renminbi,2/21/2020,liability,Hryvnia,credit card, VEH-4847  , CUS-5971  , LOC-1708  
 CLM-3293  ,Merci Housen,Ruble,8/13/2021,approved,31273,11/20/2020,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",auto,Marney Rainger,Koruna,1/3/2020,comprehensive,Rupiah,credit card, VEH-7863  , CUS-1055  , LOC-1503  
 CLM-8086  ,Bartholomeo Rawes,Rupiah,7/4/2021,denied,54648,8/28/2021,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",home,Elyn Reignould,Rupiah,8/23/2021,collision,Dalasi,check, VEH-5559  , CUS-4044  , LOC-9935  
 CLM-3334  ,Brandice Blankett,Baht,12/24/2020,pending,25746,2/21/2021,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,health,Petronille Gladden,Dollar,6/23/2021,liability,Krone,credit card, VEH-3349  , CUS-6660  , LOC-6030  
 CLM-5740  ,Ulberto Garoghan,Leu,4/4/2020,approved,43887,6/7/2020,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",home,Jobye MacConnechie,Rupiah,7/4/2020,comprehensive,Rupiah,check, VEH-5511  , CUS-0107  , LOC-9729  
 CLM-4847  ,Faustine Fittis,Euro,7/3/2020,denied,84980,10/5/2019,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",home,Mace Cade,Dollar,5/7/2021,comprehensive,Yuan Renminbi,credit card, VEH-0460  , CUS-2656  , LOC-4236  
 CLM-0410  ,Merrily Lilian,Krona,5/7/2021,approved,38872,8/29/2019,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",home,Emmie Leyman,Euro,12/21/2020,liability,Rupiah,credit card, VEH-3182  , CUS-0738  , LOC-3432  
 CLM-6557  ,Lurleen Stacey,Yuan Renminbi,9/15/2021,approved,69085,7/7/2019,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",auto,Brodie Yeats,Rupiah,8/16/2020,collision,Real,credit card, VEH-0615  , CUS-3278  , LOC-4333  
 CLM-9879  ,Sayre Troth,Cedi,8/15/2020,pending,52729,2/13/2020,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",home,Brandyn Underhill,Balboa,11/15/2021,collision,Peso,direct deposit, VEH-1935  , CUS-1162  , LOC-5570  
 CLM-9690  ,Minerva Clarke,Yuan Renminbi,4/26/2021,approved,82703,2/1/2021,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",home,Tamma Scroggs,Dollar,5/21/2020,collision,Yuan Renminbi,check, VEH-0268  , CUS-4749  , LOC-0151  
